code_module,code_presentation,id_student,final_result,total_clicks,avg_score,missing_assessment_count,late_submission_count,low_engagement_flag,low_score_flag,missing_assessment_flag,at_risk_indicator,risk_reason_count,risk_reason_summary
DDD,2014J,679388,Withdrawn,22,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,679395,Fail,897,59.71,0,0,0,1,0,1,1,Low Score
DDD,2014J,679427,Withdrawn,145,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,679454,Pass,804,85.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,679525,Pass,3964,84.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,679558,Withdrawn,99,82.5,4,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,679582,Fail,174,74.0,2,1,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,679760,Withdrawn,50,40.0,5,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,679777,Pass,4960,87.57,0,0,0,0,0,0,0,No Flag
DDD,2014J,679854,Distinction,4291,88.29,0,0,0,0,0,0,0,No Flag
DDD,2014J,679897,Pass,563,63.29,0,0,0,0,0,0,0,No Flag
DDD,2014J,680017,Pass,1140,82.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,680025,Pass,671,72.57,0,0,0,0,0,0,0,No Flag
DDD,2014J,680087,Pass,756,85.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,680293,Withdrawn,42,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680314,Withdrawn,229,95.0,5,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680331,Fail,131,51.83,0,0,1,1,0,1,2,Low Engagement; Low Score
DDD,2014J,680373,Withdrawn,535,90.5,2,0,0,0,1,1,1,Missing Assessment
DDD,2014J,680414,Fail,1081,60.0,5,0,0,0,1,1,1,Missing Assessment
DDD,2014J,680431,Fail,1186,56.67,1,2,0,1,1,1,2,Low Score; Missing Assessment
DDD,2014J,680492,Pass,1653,75.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,680612,Withdrawn,95,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680626,Fail,205,63.4,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680698,Withdrawn,1,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680728,Fail,308,44.57,0,0,1,1,0,1,2,Low Engagement; Low Score
DDD,2014J,680733,Withdrawn,187,67.5,4,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680764,Withdrawn,298,51.0,2,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,680807,Fail,46,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680812,Fail,309,65.0,1,2,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680817,Pass,491,58.86,0,4,0,1,0,1,1,Low Score
DDD,2014J,680846,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680973,Fail,199,72.0,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,680981,Withdrawn,61,57.5,4,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,680996,Pass,296,68.0,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,681059,Distinction,420,89.0,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,681125,Withdrawn,148,35.0,3,3,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,681182,Withdrawn,224,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,681210,Withdrawn,449,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,681211,Pass,203,63.86,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,681241,Pass,833,69.71,0,3,0,0,0,0,0,No Flag
DDD,2014J,681356,Pass,273,61.14,0,1,1,0,0,1,1,Low Engagement
DDD,2014J,681425,Pass,502,73.0,1,0,0,0,1,1,1,Missing Assessment
DDD,2014J,681440,Pass,2045,68.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,681495,Fail,172,75.0,4,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,681528,Fail,104,50.0,2,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,681638,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,681695,Withdrawn,6,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,681705,Fail,96,80.0,3,1,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,681729,Distinction,1757,91.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,681746,Pass,1503,75.43,0,2,0,0,0,0,0,No Flag
DDD,2014J,681799,Distinction,837,91.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,681854,Withdrawn,134,66.67,3,1,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,681872,Fail,21,80.0,5,1,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,681923,Fail,1328,61.71,0,2,0,0,0,0,0,No Flag
DDD,2014J,681960,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,682018,Fail,75,52.5,4,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,682022,Pass,831,64.14,0,0,0,0,0,0,0,No Flag
DDD,2014J,682031,Withdrawn,1983,56.8,1,1,0,1,1,1,2,Low Score; Missing Assessment
DDD,2014J,682117,Pass,260,67.57,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,682242,Fail,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,682294,Pass,1530,84.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,682299,Pass,923,72.86,0,0,0,0,0,0,0,No Flag
DDD,2014J,682306,Pass,5280,84.0,0,1,0,0,0,0,0,No Flag
DDD,2014J,682385,Fail,999,68.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,682541,Pass,271,67.14,0,3,1,0,0,1,1,Low Engagement
DDD,2014J,682660,Pass,1537,76.14,0,0,0,0,0,0,0,No Flag
DDD,2014J,682684,Pass,805,85.86,0,0,0,0,0,0,0,No Flag
DDD,2014J,682692,Pass,1069,85.57,0,0,0,0,0,0,0,No Flag
DDD,2014J,682740,Pass,937,73.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,682787,Withdrawn,85,70.0,5,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,682813,Withdrawn,332,57.67,3,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,682819,Fail,599,65.5,0,0,0,0,0,0,0,No Flag
DDD,2014J,682897,Pass,570,77.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,682968,Pass,2898,85.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,683091,Distinction,2838,85.86,0,0,0,0,0,0,0,No Flag
DDD,2014J,683340,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,683396,Fail,922,52.29,0,0,0,1,0,1,1,Low Score
DDD,2014J,683486,Withdrawn,446,55.0,4,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,683487,Withdrawn,320,50.0,5,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,683648,Pass,1655,79.29,0,0,0,0,0,0,0,No Flag
DDD,2014J,683653,Pass,338,69.29,0,2,1,0,0,1,1,Low Engagement
DDD,2014J,683713,Pass,2242,78.71,0,1,0,0,0,0,0,No Flag
DDD,2014J,683718,Pass,893,74.86,0,1,0,0,0,0,0,No Flag
DDD,2014J,684095,Pass,913,60.29,0,3,0,0,0,0,0,No Flag
DDD,2014J,684141,Pass,691,59.43,0,0,0,1,0,1,1,Low Score
DDD,2014J,684215,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,684217,Pass,705,61.14,0,4,0,0,0,0,0,No Flag
DDD,2014J,684233,Pass,1031,59.29,0,0,0,1,0,1,1,Low Score
DDD,2014J,684241,Distinction,1116,97.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,684305,Fail,286,32.75,2,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,684407,Distinction,869,86.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,684441,Pass,369,69.0,0,1,1,0,0,1,1,Low Engagement
DDD,2014J,684480,Distinction,1780,93.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,684632,Distinction,1001,93.0,0,1,0,0,0,0,0,No Flag
DDD,2014J,684663,Fail,229,82.5,4,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,684712,Withdrawn,18,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,684744,Withdrawn,601,70.0,3,1,0,0,1,1,1,Missing Assessment
DDD,2014J,684854,Pass,1353,78.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,684868,Withdrawn,62,80.0,5,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,684886,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,684887,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,684936,Fail,608,75.5,2,1,0,0,1,1,1,Missing Assessment
DDD,2014J,685015,Pass,1422,78.33,1,1,0,0,1,1,1,Missing Assessment
DDD,2014J,685033,Withdrawn,1,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,685069,Withdrawn,294,48.0,1,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,685085,Pass,355,78.86,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,685123,Withdrawn,190,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,685191,Distinction,1733,87.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,685224,Distinction,1922,92.57,0,1,0,0,0,0,0,No Flag
DDD,2014J,685294,Pass,1416,53.43,0,1,0,1,0,1,1,Low Score
DDD,2014J,685403,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,685412,Distinction,603,88.0,0,1,0,0,0,0,0,No Flag
DDD,2014J,685458,Pass,1075,73.57,0,0,0,0,0,0,0,No Flag
DDD,2014J,685474,Withdrawn,146,81.0,3,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,685546,Withdrawn,10,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,685611,Pass,2369,78.57,0,1,0,0,0,0,0,No Flag
DDD,2014J,685615,Pass,1354,80.14,0,0,0,0,0,0,0,No Flag
DDD,2014J,685623,Pass,373,73.33,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,685639,Withdrawn,4,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,685661,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,685697,Pass,840,87.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,685843,Pass,845,72.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,685910,Fail,672,48.57,0,3,0,1,0,1,1,Low Score
DDD,2014J,685964,Distinction,1491,89.86,0,0,0,0,0,0,0,No Flag
DDD,2014J,686003,Withdrawn,14,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,686018,Pass,1516,85.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,686038,Pass,1210,65.86,0,0,0,0,0,0,0,No Flag
DDD,2014J,686078,Withdrawn,429,61.5,2,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,686268,Fail,683,55.29,0,2,0,1,0,1,1,Low Score
DDD,2014J,686312,Pass,2078,82.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,686313,Withdrawn,5,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,686370,Pass,872,83.17,1,0,0,0,1,1,1,Missing Assessment
DDD,2014J,686384,Withdrawn,447,72.75,2,2,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,686399,Pass,554,77.33,1,1,0,0,1,1,1,Missing Assessment
DDD,2014J,686549,Fail,249,55.0,3,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,686584,Pass,449,72.57,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,686766,Pass,874,85.0,0,2,0,0,0,0,0,No Flag
DDD,2014J,686838,Fail,141,42.5,4,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,686854,Pass,404,71.0,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,686871,Pass,202,71.67,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,687050,Fail,209,51.14,0,0,1,1,0,1,2,Low Engagement; Low Score
DDD,2014J,687244,Pass,182,63.71,0,2,1,0,0,1,1,Low Engagement
DDD,2014J,687384,Withdrawn,521,68.2,1,4,0,0,1,1,1,Missing Assessment
DDD,2014J,687411,Distinction,627,94.57,0,0,0,0,0,0,0,No Flag
DDD,2014J,687446,Fail,694,44.71,0,2,0,1,0,1,1,Low Score
DDD,2014J,687600,Pass,411,60.14,0,1,1,0,0,1,1,Low Engagement
DDD,2014J,687715,Withdrawn,1,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,687720,Pass,529,81.43,0,3,0,0,0,0,0,No Flag
DDD,2014J,687765,Withdrawn,315,80.0,5,1,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,687777,Withdrawn,99,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,687781,Pass,1582,73.86,0,1,0,0,0,0,0,No Flag
DDD,2014J,687792,Pass,680,68.14,0,0,0,0,0,0,0,No Flag
DDD,2014J,687823,Pass,988,87.86,0,1,0,0,0,0,0,No Flag
DDD,2014J,687835,Pass,996,80.71,0,1,0,0,0,0,0,No Flag
DDD,2014J,687861,Pass,433,63.57,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,687975,Distinction,742,80.57,0,0,0,0,0,0,0,No Flag
DDD,2014J,687981,Pass,452,74.14,0,1,1,0,0,1,1,Low Engagement
DDD,2014J,688128,Withdrawn,8,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688171,Withdrawn,77,75.0,5,1,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688175,Pass,512,73.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,688213,Withdrawn,21,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688284,Withdrawn,480,42.17,0,1,0,1,0,1,1,Low Score
DDD,2014J,688285,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688437,Pass,684,77.0,0,1,0,0,0,0,0,No Flag
DDD,2014J,688525,Fail,987,54.0,0,0,0,1,0,1,1,Low Score
DDD,2014J,688571,Pass,411,67.14,0,4,1,0,0,1,1,Low Engagement
DDD,2014J,688592,Pass,423,91.5,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688608,Pass,1576,79.57,0,1,0,0,0,0,0,No Flag
DDD,2014J,688615,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688656,Withdrawn,45,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688665,Fail,24,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688672,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688722,Pass,1356,83.71,0,1,0,0,0,0,0,No Flag
DDD,2014J,688805,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688843,Fail,346,30.86,0,2,1,1,0,1,2,Low Engagement; Low Score
DDD,2014J,688849,Withdrawn,22,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,688911,Pass,1023,86.86,0,1,0,0,0,0,0,No Flag
DDD,2014J,689017,Pass,1168,82.57,0,0,0,0,0,0,0,No Flag
DDD,2014J,689038,Fail,725,58.43,0,0,0,1,0,1,1,Low Score
DDD,2014J,689050,Pass,1364,81.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,689135,Pass,1186,79.14,0,0,0,0,0,0,0,No Flag
DDD,2014J,689143,Withdrawn,94,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,689190,Pass,676,87.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,689198,Withdrawn,202,65.0,5,1,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,689231,Pass,1196,77.0,0,1,0,0,0,0,0,No Flag
DDD,2014J,689346,Withdrawn,166,46.67,3,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,689418,Pass,1763,81.0,0,1,0,0,0,0,0,No Flag
DDD,2014J,689527,Fail,148,42.5,4,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,689574,Pass,1537,74.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,689650,Distinction,496,81.0,0,1,0,0,0,0,0,No Flag
DDD,2014J,689759,Pass,575,64.57,0,1,0,0,0,0,0,No Flag
DDD,2014J,689816,Withdrawn,24,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,689900,Withdrawn,224,79.33,3,2,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,689921,Pass,3196,55.71,0,3,0,1,0,1,1,Low Score
DDD,2014J,689956,Pass,289,73.67,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,689990,Distinction,1473,85.43,0,1,0,0,0,0,0,No Flag
DDD,2014J,689999,Withdrawn,26,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,690118,Withdrawn,163,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,690133,Pass,497,87.29,0,1,0,0,0,0,0,No Flag
DDD,2014J,690168,Pass,2105,77.0,1,0,0,0,1,1,1,Missing Assessment
DDD,2014J,690181,Withdrawn,305,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,690192,Pass,784,90.71,0,1,0,0,0,0,0,No Flag
DDD,2014J,690225,Fail,768,80.0,1,0,0,0,1,1,1,Missing Assessment
DDD,2014J,690240,Withdrawn,190,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,690298,Fail,66,65.0,5,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,690365,Pass,2363,80.17,1,1,0,0,1,1,1,Missing Assessment
DDD,2014J,690600,Withdrawn,417,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,690669,Withdrawn,380,55.0,4,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,690711,Distinction,1100,83.29,0,0,0,0,0,0,0,No Flag
DDD,2014J,690733,Distinction,3970,94.29,0,0,0,0,0,0,0,No Flag
DDD,2014J,690780,Withdrawn,129,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,690783,Fail,88,55.0,5,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,690843,Withdrawn,2,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,690867,Withdrawn,269,64.75,2,1,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,690882,Pass,366,80.43,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,690884,Fail,1540,47.86,0,1,0,1,0,1,1,Low Score
DDD,2014J,690932,Fail,36,52.5,4,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,691008,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,691040,Withdrawn,2,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,691069,Pass,677,83.14,0,2,0,0,0,0,0,No Flag
DDD,2014J,691088,Fail,347,57.57,0,2,1,1,0,1,2,Low Engagement; Low Score
DDD,2014J,691202,Pass,801,64.33,1,2,0,0,1,1,1,Missing Assessment
DDD,2014J,691207,Pass,1483,76.14,0,0,0,0,0,0,0,No Flag
DDD,2014J,691212,Fail,18,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,691257,Withdrawn,126,75.0,4,1,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,691428,Withdrawn,309,80.0,4,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,691444,Fail,496,42.0,0,1,0,1,0,1,1,Low Score
DDD,2014J,691640,Withdrawn,190,43.33,3,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,691748,Fail,39,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,691761,Pass,1132,85.57,0,0,0,0,0,0,0,No Flag
DDD,2014J,691782,Pass,7561,87.86,0,0,0,0,0,0,0,No Flag
DDD,2014J,691834,Pass,622,58.14,0,0,0,1,0,1,1,Low Score
DDD,2014J,692426,Fail,1200,57.71,0,3,0,1,0,1,1,Low Score
DDD,2014J,692477,Pass,1183,89.86,0,0,0,0,0,0,0,No Flag
DDD,2014J,692603,Distinction,659,90.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,692652,Distinction,779,81.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,692664,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,692753,Withdrawn,149,15.0,5,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,692850,Withdrawn,122,91.67,3,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,693047,Withdrawn,101,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,693058,Distinction,1024,90.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,693061,Withdrawn,328,80.0,5,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,693082,Withdrawn,263,63.33,3,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,693085,Pass,1928,88.0,0,5,0,0,0,0,0,No Flag
DDD,2014J,693145,Pass,538,76.86,0,3,0,0,0,0,0,No Flag
DDD,2014J,693161,Withdrawn,274,60.75,2,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,693294,Fail,515,58.0,0,0,0,1,0,1,1,Low Score
DDD,2014J,693310,Withdrawn,52,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,693441,Pass,1153,86.0,0,1,0,0,0,0,0,No Flag
DDD,2014J,693452,Pass,593,74.86,0,1,0,0,0,0,0,No Flag
DDD,2014J,693468,Withdrawn,57,42.5,4,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,693488,Pass,945,89.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,693501,Distinction,6419,86.86,0,0,0,0,0,0,0,No Flag
DDD,2014J,693565,Withdrawn,317,56.0,3,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,693569,Pass,644,67.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,693606,Pass,4166,85.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,693863,Withdrawn,4,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,693902,Distinction,651,79.86,0,1,0,0,0,0,0,No Flag
DDD,2014J,693926,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,694006,Pass,668,56.14,0,0,0,1,0,1,1,Low Score
DDD,2014J,694010,Pass,1059,62.29,0,0,0,0,0,0,0,No Flag
DDD,2014J,694019,Withdrawn,259,64.25,2,2,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,694147,Withdrawn,116,77.5,4,2,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,694225,Withdrawn,133,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,694384,Pass,324,71.14,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,694634,Pass,388,67.86,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,694673,Fail,718,55.29,0,0,0,1,0,1,1,Low Score
DDD,2014J,694677,Pass,435,67.71,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,694698,Pass,1873,84.0,0,1,0,0,0,0,0,No Flag
DDD,2014J,694705,Withdrawn,93,50.0,5,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,694753,Withdrawn,66,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,694802,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,694871,Pass,819,54.86,0,1,0,1,0,1,1,Low Score
DDD,2014J,694872,Distinction,6079,90.43,0,0,0,0,0,0,0,No Flag
DDD,2014J,694976,Pass,666,87.29,0,0,0,0,0,0,0,No Flag
DDD,2014J,695183,Distinction,1873,92.71,0,2,0,0,0,0,0,No Flag
DDD,2014J,695201,Pass,456,76.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,695270,Pass,565,76.86,0,2,0,0,0,0,0,No Flag
DDD,2014J,695432,Pass,716,77.5,1,2,0,0,1,1,1,Missing Assessment
DDD,2014J,695473,Withdrawn,0,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,695503,Pass,376,66.0,0,0,1,0,0,1,1,Low Engagement
DDD,2014J,695584,Withdrawn,91,27.5,4,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,695611,Withdrawn,56,80.0,5,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,695643,Withdrawn,47,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,695651,Pass,638,69.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,695735,Fail,110,56.4,1,3,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
DDD,2014J,695739,Pass,771,58.57,0,1,0,1,0,1,1,Low Score
DDD,2014J,695759,Pass,505,72.0,0,0,0,0,0,0,0,No Flag
DDD,2014J,695794,Withdrawn,7,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,695799,Withdrawn,61,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,695916,Pass,804,79.67,1,2,0,0,1,1,1,Missing Assessment
DDD,2014J,695956,Withdrawn,532,,6,0,0,0,1,1,1,Missing Assessment
DDD,2014J,696072,Pass,299,76.33,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,696132,Fail,1183,62.14,0,2,0,0,0,0,0,No Flag
DDD,2014J,696234,Withdrawn,38,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,696265,Withdrawn,60,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,696324,Withdrawn,131,74.5,2,2,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,696415,Pass,1671,83.71,0,0,0,0,0,0,0,No Flag
DDD,2014J,696430,Fail,544,81.67,3,1,0,0,1,1,1,Missing Assessment
DDD,2014J,696501,Withdrawn,103,85.0,5,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,696546,Withdrawn,28,,6,0,1,0,1,1,2,Low Engagement; Missing Assessment
DDD,2014J,696789,Pass,929,63.5,1,0,0,0,1,1,1,Missing Assessment
