code_module,code_presentation,id_student,total_clicks,active_days,unique_sites_visited,avg_clicks_per_active_day,engagement_bucket
DDD,2013B,240755,592,64,93,9.25,Low
DDD,2013B,240936,52,8,16,6.5,Low
DDD,2013B,241771,681,61,113,11.16,Low
DDD,2013B,241922,1477,116,164,12.73,Medium
DDD,2013B,241971,0,0,0,0.0,No Activity
DDD,2013B,244875,1359,112,148,12.13,Medium
DDD,2013B,244919,998,82,80,12.17,Medium
DDD,2013B,246652,3796,177,191,21.45,High
DDD,2013B,248511,842,85,139,9.91,Medium
DDD,2013B,248994,2728,224,207,12.18,High
DDD,2013B,249423,1312,107,128,12.26,Medium
DDD,2013B,249996,1420,78,172,18.21,Medium
DDD,2013B,251999,2482,114,131,21.77,High
DDD,2013B,252149,704,49,108,14.37,Low
DDD,2013B,252489,1054,85,155,12.4,Medium
DDD,2013B,255747,2736,147,140,18.61,High
DDD,2013B,255902,473,28,109,16.89,Low
DDD,2013B,257110,31,3,14,10.33,Low
DDD,2013B,257369,0,0,0,0.0,No Activity
DDD,2013B,258310,667,78,71,8.55,Low
DDD,2013B,259750,38,4,16,9.5,Low
DDD,2013B,260491,3201,198,183,16.17,High
DDD,2013B,260639,476,40,59,11.9,Low
DDD,2013B,262396,164,9,31,18.22,Low
DDD,2013B,263524,952,46,76,20.7,Medium
DDD,2013B,266450,1203,94,123,12.8,Medium
DDD,2013B,266514,1625,136,81,11.95,High
DDD,2013B,266757,655,52,81,12.6,Low
DDD,2013B,266762,222,17,46,13.06,Low
DDD,2013B,269676,3185,181,194,17.6,High
DDD,2013B,270435,588,32,74,18.38,Low
DDD,2013B,270468,168,6,69,28.0,Low
DDD,2013B,270814,2330,163,232,14.29,High
DDD,2013B,272313,122,8,28,15.25,Low
DDD,2013B,273339,404,38,53,10.63,Low
DDD,2013B,281118,756,60,65,12.6,Medium
DDD,2013B,281271,478,23,84,20.78,Low
DDD,2013B,282193,1722,145,99,11.88,High
DDD,2013B,283618,1338,96,161,13.94,Medium
DDD,2013B,283783,444,31,61,14.32,Low
DDD,2013B,284326,538,30,66,17.93,Low
DDD,2013B,284734,51,9,18,5.67,Low
DDD,2013B,285096,3324,237,228,14.03,High
DDD,2013B,285475,1415,157,123,9.01,Medium
DDD,2013B,287432,1469,124,194,11.85,Medium
DDD,2013B,287526,737,52,116,14.17,Low
DDD,2013B,289564,934,53,93,17.62,Medium
DDD,2013B,290043,224,49,49,4.57,Low
DDD,2013B,291133,2865,195,233,14.69,High
DDD,2013B,292694,139,11,30,12.64,Low
DDD,2013B,292713,321,39,30,8.23,Low
DDD,2013B,292741,19,2,10,9.5,Low
DDD,2013B,297582,0,0,0,0.0,No Activity
DDD,2013B,298040,6834,222,254,30.78,High
DDD,2013B,298497,2039,104,135,19.61,High
DDD,2013B,304734,667,54,104,12.35,Low
DDD,2013B,304893,181,29,39,6.24,Low
DDD,2013B,305313,31,6,13,5.17,Low
DDD,2013B,305702,179,24,43,7.46,Low
DDD,2013B,307158,266,25,35,10.64,Low
DDD,2013B,307290,464,39,63,11.9,Low
DDD,2013B,307291,1169,52,144,22.48,Medium
DDD,2013B,307932,232,15,34,15.47,Low
DDD,2013B,308589,270,35,41,7.71,Low
DDD,2013B,308767,460,27,58,17.04,Low
DDD,2013B,309580,6180,250,228,24.72,High
DDD,2013B,310865,160,9,14,17.78,Low
DDD,2013B,311117,402,24,71,16.75,Low
DDD,2013B,312518,63,7,18,9.0,Low
DDD,2013B,316289,1713,147,134,11.65,High
DDD,2013B,316772,0,0,0,0.0,No Activity
DDD,2013B,320014,1332,76,169,17.53,Medium
DDD,2013B,321525,567,41,82,13.83,Low
DDD,2013B,321744,248,23,49,10.78,Low
DDD,2013B,323146,287,33,73,8.7,Low
DDD,2013B,324268,387,28,59,13.82,Low
DDD,2013B,324691,2019,106,200,19.05,High
DDD,2013B,325565,52,8,11,6.5,Low
DDD,2013B,327024,1375,103,91,13.35,Medium
DDD,2013B,327997,525,31,65,16.94,Low
DDD,2013B,329689,1102,96,118,11.48,Medium
DDD,2013B,329967,185,23,29,8.04,Low
DDD,2013B,330067,1292,99,99,13.05,Medium
DDD,2013B,331232,931,91,131,10.23,Medium
DDD,2013B,331351,7,2,4,3.5,Low
DDD,2013B,333856,1015,54,110,18.8,Medium
DDD,2013B,334294,230,20,30,11.5,Low
DDD,2013B,335020,2006,131,215,15.31,High
DDD,2013B,335264,264,5,31,52.8,Low
DDD,2013B,335607,780,48,103,16.25,Medium
DDD,2013B,336112,284,23,59,12.35,Low
DDD,2013B,336684,2086,114,150,18.3,High
DDD,2013B,336696,472,47,73,10.04,Low
DDD,2013B,337048,0,0,0,0.0,No Activity
DDD,2013B,337414,2088,90,112,23.2,High
DDD,2013B,338076,276,43,62,6.42,Low
DDD,2013B,338669,125,6,21,20.83,Low
DDD,2013B,339481,817,80,58,10.21,Medium
DDD,2013B,340399,102,12,32,8.5,Low
DDD,2013B,342176,37,2,12,18.5,Low
DDD,2013B,343427,0,0,0,0.0,No Activity
DDD,2013B,344199,1793,62,162,28.92,High
DDD,2013B,344367,1199,92,97,13.03,Medium
DDD,2013B,344474,742,48,97,15.46,Low
DDD,2013B,344873,1178,57,167,20.67,Medium
DDD,2013B,345257,1081,75,97,14.41,Medium
DDD,2013B,345313,563,65,86,8.66,Low
DDD,2013B,345568,228,21,45,10.86,Low
DDD,2013B,347210,175,9,28,19.44,Low
DDD,2013B,348790,1694,81,105,20.91,High
DDD,2013B,349145,28,2,12,14.0,Low
DDD,2013B,350398,710,44,79,16.14,Low
DDD,2013B,350690,1566,105,118,14.91,High
DDD,2013B,351512,1095,85,160,12.88,Medium
DDD,2013B,351775,6136,218,197,28.15,High
DDD,2013B,354050,473,40,70,11.82,Low
DDD,2013B,356257,533,40,57,13.32,Low
DDD,2013B,357576,475,23,62,20.65,Low
DDD,2013B,357595,0,0,0,0.0,No Activity
DDD,2013B,358075,1112,104,74,10.69,Medium
DDD,2013B,358522,1233,127,173,9.71,Medium
DDD,2013B,360492,846,94,127,9.0,Medium
DDD,2013B,360938,93,7,22,13.29,Low
DDD,2013B,361209,1023,105,141,9.74,Medium
DDD,2013B,361282,754,30,211,25.13,Medium
DDD,2013B,362037,514,39,104,13.18,Low
DDD,2013B,362374,2848,165,130,17.26,High
DDD,2013B,364021,55,7,23,7.86,Low
DDD,2013B,364405,2946,210,183,14.03,High
DDD,2013B,364440,0,0,0,0.0,No Activity
DDD,2013B,365782,3382,230,200,14.7,High
DDD,2013B,366024,1759,169,148,10.41,High
DDD,2013B,366310,1414,90,109,15.71,Medium
DDD,2013B,368741,1,1,1,1.0,Low
DDD,2013B,368749,2801,187,198,14.98,High
DDD,2013B,369908,8551,245,265,34.9,High
DDD,2013B,370949,1936,137,198,14.13,High
DDD,2013B,371044,2543,163,178,15.6,High
DDD,2013B,371184,486,57,131,8.53,Low
DDD,2013B,371831,1446,124,120,11.66,Medium
DDD,2013B,373126,1180,63,135,18.73,Medium
DDD,2013B,373369,1137,109,125,10.43,Medium
DDD,2013B,375300,595,65,79,9.15,Low
DDD,2013B,378953,591,53,77,11.15,Low
DDD,2013B,379199,82,10,27,8.2,Low
DDD,2013B,379861,1979,127,203,15.58,High
DDD,2013B,380341,726,66,111,11.0,Low
DDD,2013B,380919,2072,144,131,14.39,High
DDD,2013B,381646,3744,184,157,20.35,High
DDD,2013B,382339,1,1,1,1.0,Low
DDD,2013B,382408,55,4,19,13.75,Low
DDD,2013B,382497,1700,172,158,9.88,High
DDD,2013B,382641,1674,115,165,14.56,High
DDD,2013B,382947,448,16,31,28.0,Low
DDD,2013B,383347,2300,119,227,19.33,High
DDD,2013B,383643,10,2,5,5.0,Low
DDD,2013B,383701,495,34,106,14.56,Low
DDD,2013B,384026,168,11,36,15.27,Low
DDD,2013B,384246,623,66,105,9.44,Low
DDD,2013B,386833,1334,91,127,14.66,Medium
DDD,2013B,386880,1660,150,165,11.07,High
DDD,2013B,387289,1165,74,120,15.74,Medium
DDD,2013B,387335,171,14,30,12.21,Low
DDD,2013B,387652,0,0,0,0.0,No Activity
DDD,2013B,389076,65,1,18,65.0,Low
DDD,2013B,389362,2042,97,150,21.05,High
DDD,2013B,390210,788,64,83,12.31,Medium
DDD,2013B,390233,1111,92,143,12.08,Medium
DDD,2013B,390942,111,7,26,15.86,Low
DDD,2013B,391185,1483,91,149,16.3,Medium
DDD,2013B,391638,171,16,36,10.69,Low
DDD,2013B,392021,718,42,96,17.1,Low
DDD,2013B,393150,15,4,4,3.75,Low
DDD,2013B,394028,149,12,38,12.42,Low
DDD,2013B,394082,197,16,35,12.31,Low
DDD,2013B,394979,1180,86,99,13.72,Medium
DDD,2013B,395288,160,24,26,6.67,Low
DDD,2013B,395757,2245,163,168,13.77,High
DDD,2013B,396633,2213,120,179,18.44,High
DDD,2013B,397405,1118,85,137,13.15,Medium
DDD,2013B,398199,3648,165,242,22.11,High
DDD,2013B,399450,1936,111,174,17.44,High
DDD,2013B,400451,1891,105,101,18.01,High
DDD,2013B,400611,953,63,65,15.13,Medium
DDD,2013B,400630,121,13,27,9.31,Low
DDD,2013B,400759,1002,97,118,10.33,Medium
DDD,2013B,401486,714,54,86,13.22,Low
DDD,2013B,402489,20,2,8,10.0,Low
DDD,2013B,403085,2251,207,143,10.87,High
DDD,2013B,403902,374,27,52,13.85,Low
DDD,2013B,404852,0,0,0,0.0,No Activity
DDD,2013B,405426,356,40,76,8.9,Low
DDD,2013B,405743,243,47,32,5.17,Low
DDD,2013B,405784,1911,121,154,15.79,High
DDD,2013B,406056,946,103,143,9.18,Medium
DDD,2013B,406498,439,34,58,12.91,Low
DDD,2013B,406541,2014,151,178,13.34,High
DDD,2013B,407595,56,10,15,5.6,Low
DDD,2013B,407838,460,21,57,21.9,Low
DDD,2013B,409091,1125,74,169,15.2,Medium
DDD,2013B,409109,829,91,94,9.11,Medium
DDD,2013B,409766,15,3,3,5.0,Low
DDD,2013B,409880,191,13,29,14.69,Low
DDD,2013B,410886,3948,206,162,19.17,High
DDD,2013B,411001,151,11,26,13.73,Low
DDD,2013B,412063,429,38,62,11.29,Low
DDD,2013B,412431,0,0,0,0.0,No Activity
DDD,2013B,412731,1786,124,166,14.4,High
DDD,2013B,412754,1,1,1,1.0,Low
DDD,2013B,412772,1019,87,114,11.71,Medium
DDD,2013B,413580,482,37,95,13.03,Low
DDD,2013B,413934,1478,62,144,23.84,Medium
DDD,2013B,414304,2231,190,218,11.74,High
DDD,2013B,414587,628,70,97,8.97,Low
DDD,2013B,414758,479,39,51,12.28,Low
DDD,2013B,414803,448,29,71,15.45,Low
DDD,2013B,415695,2635,188,102,14.02,High
DDD,2013B,415812,342,29,45,11.79,Low
DDD,2013B,416000,0,0,0,0.0,No Activity
DDD,2013B,416008,831,62,123,13.4,Medium
DDD,2013B,417242,963,89,147,10.82,Medium
DDD,2013B,417410,90,7,28,12.86,Low
DDD,2013B,417974,203,19,32,10.68,Low
DDD,2013B,418122,724,70,89,10.34,Low
DDD,2013B,418490,4071,180,252,22.62,High
DDD,2013B,418956,1443,99,153,14.58,Medium
DDD,2013B,419273,1199,69,85,17.38,Medium
DDD,2013B,420388,1514,120,149,12.62,High
DDD,2013B,421221,0,0,0,0.0,No Activity
DDD,2013B,422164,313,42,67,7.45,Low
DDD,2013B,422768,1355,90,122,15.06,Medium
DDD,2013B,423061,272,11,49,24.73,Low
DDD,2013B,423386,1569,106,145,14.8,High
DDD,2013B,423474,0,0,0,0.0,No Activity
DDD,2013B,423757,1083,93,109,11.65,Medium
DDD,2013B,423876,644,33,79,19.52,Low
DDD,2013B,424987,1212,87,204,13.93,Medium
DDD,2013B,425136,111,6,33,18.5,Low
DDD,2013B,426059,879,80,146,10.99,Medium
DDD,2013B,426094,160,10,65,16.0,Low
DDD,2013B,426137,276,12,48,23.0,Low
DDD,2013B,426701,30,3,11,10.0,Low
DDD,2013B,426871,3842,196,204,19.6,High
DDD,2013B,428411,0,0,0,0.0,No Activity
DDD,2013B,429833,585,56,82,10.45,Low
DDD,2013B,430055,2,1,2,2.0,Low
DDD,2013B,430279,690,32,65,21.56,Low
DDD,2013B,430516,29,3,9,9.67,Low
DDD,2013B,431005,342,56,41,6.11,Low
DDD,2013B,432204,0,0,0,0.0,No Activity
DDD,2013B,433151,1277,89,152,14.35,Medium
DDD,2013B,433386,2152,111,221,19.39,High
DDD,2013B,434767,84,2,28,42.0,Low
DDD,2013B,434977,1119,93,149,12.03,Medium
DDD,2013B,435101,71,12,40,5.92,Low
DDD,2013B,435423,4177,233,219,17.93,High
DDD,2013B,435780,1921,105,129,18.3,High
DDD,2013B,436554,123,5,37,24.6,Low
DDD,2013B,437281,2784,222,177,12.54,High
DDD,2013B,437747,0,0,0,0.0,No Activity
DDD,2013B,438244,822,47,86,17.49,Medium
DDD,2013B,438662,1608,116,116,13.86,High
DDD,2013B,439013,45,3,5,15.0,Low
DDD,2013B,439542,817,48,87,17.02,Medium
DDD,2013B,440375,805,72,74,11.18,Medium
DDD,2013B,440499,1192,84,116,14.19,Medium
DDD,2013B,440857,322,19,66,16.95,Low
DDD,2013B,441113,1123,101,163,11.12,Medium
DDD,2013B,441132,2134,103,150,20.72,High
DDD,2013B,441201,2191,134,179,16.35,High
DDD,2013B,441302,1225,115,129,10.65,Medium
DDD,2013B,441389,1825,162,133,11.27,High
DDD,2013B,442131,379,31,38,12.23,Low
DDD,2013B,442545,1969,155,132,12.7,High
DDD,2013B,442865,1919,142,172,13.51,High
DDD,2013B,442886,2264,153,178,14.8,High
DDD,2013B,443055,287,15,32,19.13,Low
DDD,2013B,443215,2581,155,244,16.65,High
DDD,2013B,443297,910,104,123,8.75,Medium
DDD,2013B,443500,40,5,4,8.0,Low
DDD,2013B,443842,449,17,60,26.41,Low
DDD,2013B,444576,703,57,67,12.33,Low
DDD,2013B,444713,462,44,72,10.5,Low
DDD,2013B,445134,64,9,11,7.11,Low
DDD,2013B,445573,647,41,85,15.78,Low
DDD,2013B,446814,636,50,61,12.72,Low
DDD,2013B,446836,0,0,0,0.0,No Activity
DDD,2013B,447242,921,90,175,10.23,Medium
DDD,2013B,464236,1220,87,165,14.02,Medium
DDD,2013B,464596,0,0,0,0.0,No Activity
DDD,2013B,464615,0,0,0,0.0,No Activity
DDD,2013B,465068,126,11,33,11.45,Low
DDD,2013B,465260,1586,127,171,12.49,High
DDD,2013B,465399,86,11,19,7.82,Low
DDD,2013B,465727,1393,78,169,17.86,Medium
DDD,2013B,465764,1644,95,209,17.31,High
DDD,2013B,465843,2441,149,185,16.38,High
DDD,2013B,466158,1053,64,102,16.45,Medium
DDD,2013B,466216,2387,194,189,12.3,High
DDD,2013B,466990,1111,84,150,13.23,Medium
DDD,2013B,467294,688,39,83,17.64,Low
DDD,2013B,467413,1428,72,126,19.83,Medium
DDD,2013B,467822,3273,200,174,16.36,High
DDD,2013B,468672,373,20,51,18.65,Low
DDD,2013B,468729,235,29,27,8.1,Low
DDD,2013B,468808,1040,43,150,24.19,Medium
DDD,2013B,469016,594,57,84,10.42,Low
DDD,2013B,470119,30,2,15,15.0,Low
DDD,2013B,470637,313,33,66,9.48,Low
DDD,2013B,470921,1628,141,117,11.55,High
DDD,2013B,471654,2716,170,146,15.98,High
DDD,2013B,471781,758,34,97,22.29,Medium
DDD,2013B,472060,952,63,117,15.11,Medium
DDD,2013B,472180,320,28,48,11.43,Low
DDD,2013B,472584,845,73,104,11.58,Medium
DDD,2013B,472949,140,17,31,8.24,Low
DDD,2013B,473008,2244,127,160,17.67,High
DDD,2013B,473640,1510,109,94,13.85,High
DDD,2013B,473965,747,44,93,16.98,Low
DDD,2013B,474133,1636,99,138,16.53,High
DDD,2013B,474153,549,41,65,13.39,Low
DDD,2013B,474451,220,25,39,8.8,Low
DDD,2013B,474464,2318,139,158,16.68,High
DDD,2013B,474633,2879,169,221,17.04,High
DDD,2013B,474740,1024,71,83,14.42,Medium
DDD,2013B,474966,107,8,28,13.38,Low
DDD,2013B,475443,726,49,140,14.82,Low
DDD,2013B,475480,353,17,40,20.76,Low
DDD,2013B,475604,0,0,0,0.0,No Activity
DDD,2013B,475619,1731,85,101,20.36,High
DDD,2013B,475883,1732,107,193,16.19,High
DDD,2013B,475897,2607,159,178,16.4,High
DDD,2013B,476041,1038,152,105,6.83,Medium
DDD,2013B,476093,66,8,12,8.25,Low
DDD,2013B,476637,1668,161,141,10.36,High
DDD,2013B,476910,346,43,90,8.05,Low
DDD,2013B,476964,3643,208,227,17.51,High
DDD,2013B,477160,0,0,0,0.0,No Activity
DDD,2013B,477451,635,58,83,10.95,Low
DDD,2013B,477517,2758,178,178,15.49,High
DDD,2013B,478213,997,116,99,8.59,Medium
DDD,2013B,478346,3116,139,165,22.42,High
DDD,2013B,478744,76,9,19,8.44,Low
DDD,2013B,479347,274,28,34,9.79,Low
DDD,2013B,479607,307,24,39,12.79,Low
DDD,2013B,480207,2678,164,208,16.33,High
DDD,2013B,480225,2518,124,158,20.31,High
DDD,2013B,480929,1822,133,187,13.7,High
DDD,2013B,480972,18,2,12,9.0,Low
DDD,2013B,481350,2854,139,147,20.53,High
DDD,2013B,481549,2052,124,208,16.55,High
DDD,2013B,482117,163,12,37,13.58,Low
DDD,2013B,482856,1556,129,192,12.06,High
DDD,2013B,483275,183,32,55,5.72,Low
DDD,2013B,483470,73,7,24,10.43,Low
DDD,2013B,483818,1548,124,144,12.48,High
DDD,2013B,483869,1401,77,137,18.19,Medium
DDD,2013B,484266,294,28,34,10.5,Low
DDD,2013B,484754,16,1,9,16.0,Low
DDD,2013B,484816,396,24,72,16.5,Low
DDD,2013B,484999,237,24,25,9.88,Low
DDD,2013B,485464,814,70,105,11.63,Medium
DDD,2013B,485519,67,6,21,11.17,Low
DDD,2013B,485532,0,0,0,0.0,No Activity
DDD,2013B,485766,1373,106,155,12.95,Medium
DDD,2013B,485943,0,0,0,0.0,No Activity
DDD,2013B,487247,872,47,37,18.55,Medium
DDD,2013B,487267,537,33,58,16.27,Low
DDD,2013B,487711,1980,111,197,17.84,High
DDD,2013B,488694,87,1,40,87.0,Low
DDD,2013B,489291,772,69,81,11.19,Medium
DDD,2013B,489313,60,4,18,15.0,Low
DDD,2013B,491106,978,69,218,14.17,Medium
DDD,2013B,491108,1298,131,140,9.91,Medium
DDD,2013B,491693,513,43,71,11.93,Low
DDD,2013B,491757,1472,65,93,22.65,Medium
DDD,2013B,491885,72,6,11,12.0,Low
DDD,2013B,491914,782,82,79,9.54,Medium
DDD,2013B,492177,644,48,97,13.42,Low
DDD,2013B,492371,984,103,100,9.55,Medium
DDD,2013B,492613,1092,83,148,13.16,Medium
DDD,2013B,492993,187,14,31,13.36,Low
DDD,2013B,493365,0,0,0,0.0,No Activity
DDD,2013B,493984,1014,70,105,14.49,Medium
DDD,2013B,494341,1178,81,143,14.54,Medium
DDD,2013B,494637,4826,233,249,20.71,High
DDD,2013B,494806,16,2,11,8.0,Low
DDD,2013B,494919,2613,166,136,15.74,High
DDD,2013B,495115,421,46,76,9.15,Low
DDD,2013B,495298,91,13,30,7.0,Low
DDD,2013B,495734,2272,135,142,16.83,High
DDD,2013B,495786,55,4,15,13.75,Low
DDD,2013B,496217,383,20,45,19.15,Low
DDD,2013B,496542,1182,99,121,11.94,Medium
DDD,2013B,496564,826,72,82,11.47,Medium
DDD,2013B,496601,2892,212,139,13.64,High
DDD,2013B,497405,35,3,14,11.67,Low
DDD,2013B,497475,362,24,87,15.08,Low
DDD,2013B,497584,80,8,13,10.0,Low
DDD,2013B,497898,0,0,0,0.0,No Activity
DDD,2013B,498320,617,31,69,19.9,Low
DDD,2013B,498363,451,57,90,7.91,Low
DDD,2013B,498432,240,31,52,7.74,Low
DDD,2013B,498527,1482,109,140,13.6,Medium
DDD,2013B,498835,1622,94,153,17.26,High
DDD,2013B,499056,1207,98,151,12.32,Medium
DDD,2013B,499246,428,34,76,12.59,Low
DDD,2013B,499557,1327,87,165,15.25,Medium
DDD,2013B,500006,653,73,99,8.95,Low
DDD,2013B,500136,2593,118,170,21.97,High
DDD,2013B,500459,1079,126,141,8.56,Medium
DDD,2013B,500522,391,30,60,13.03,Low
DDD,2013B,500766,2308,177,145,13.04,High
DDD,2013B,501158,1374,102,116,13.47,Medium
DDD,2013B,501960,958,101,148,9.49,Medium
DDD,2013B,502136,1399,133,185,10.52,Medium
DDD,2013B,502554,1708,128,203,13.34,High
DDD,2013B,502697,1656,149,132,11.11,High
DDD,2013B,502736,132,16,30,8.25,Low
DDD,2013B,502903,0,0,0,0.0,No Activity
DDD,2013B,503086,2580,128,208,20.16,High
DDD,2013B,503100,173,14,56,12.36,Low
DDD,2013B,503120,2928,121,240,24.2,High
DDD,2013B,503170,2039,142,125,14.36,High
DDD,2013B,503368,920,76,127,12.11,Medium
DDD,2013B,503497,1566,94,186,16.66,High
DDD,2013B,503731,184,9,22,20.44,Low
DDD,2013B,503926,919,75,133,12.25,Medium
DDD,2013B,504246,0,0,0,0.0,No Activity
DDD,2013B,504602,119,10,18,11.9,Low
DDD,2013B,504819,1230,119,142,10.34,Medium
DDD,2013B,505311,1182,66,137,17.91,Medium
DDD,2013B,505579,1182,90,162,13.13,Medium
DDD,2013B,506056,401,33,103,12.15,Low
DDD,2013B,506767,756,71,97,10.65,Medium
DDD,2013B,506785,946,75,107,12.61,Medium
DDD,2013B,506829,513,55,74,9.33,Low
DDD,2013B,507730,44,4,17,11.0,Low
DDD,2013B,508934,1766,170,162,10.39,High
DDD,2013B,509634,835,88,113,9.49,Medium
DDD,2013B,509680,2,1,2,2.0,Low
DDD,2013B,509873,92,7,36,13.14,Low
DDD,2013B,510195,2542,203,104,12.52,High
DDD,2013B,510530,1213,58,134,20.91,Medium
DDD,2013B,511109,0,0,0,0.0,No Activity
DDD,2013B,511271,1,1,1,1.0,Low
DDD,2013B,511514,0,0,0,0.0,No Activity
DDD,2013B,511544,7,3,1,2.33,Low
DDD,2013B,511569,440,28,89,15.71,Low
DDD,2013B,511576,878,75,83,11.71,Medium
DDD,2013B,511949,1030,66,97,15.61,Medium
DDD,2013B,511958,163,11,31,14.82,Low
DDD,2013B,512080,755,64,105,11.8,Medium
DDD,2013B,512404,133,16,31,8.31,Low
DDD,2013B,512861,1836,105,125,17.49,High
DDD,2013B,513246,545,37,61,14.73,Low
DDD,2013B,513396,486,35,79,13.89,Low
DDD,2013B,513687,1776,70,178,25.37,High
DDD,2013B,513773,656,46,92,14.26,Low
DDD,2013B,513854,3604,219,237,16.46,High
DDD,2013B,514028,109,7,27,15.57,Low
DDD,2013B,514218,26,3,8,8.67,Low
DDD,2013B,514300,504,40,70,12.6,Low
DDD,2013B,514633,464,30,81,15.47,Low
DDD,2013B,514773,581,47,71,12.36,Low
DDD,2013B,515046,1970,170,194,11.59,High
DDD,2013B,515170,1731,93,162,18.61,High
DDD,2013B,515595,1687,106,129,15.92,High
DDD,2013B,515812,0,0,0,0.0,No Activity
DDD,2013B,515903,1307,135,117,9.68,Medium
DDD,2013B,515945,1232,123,170,10.02,Medium
DDD,2013B,516010,1164,102,156,11.41,Medium
DDD,2013B,516281,653,85,75,7.68,Low
DDD,2013B,516398,1130,83,161,13.61,Medium
DDD,2013B,516450,1349,143,104,9.43,Medium
DDD,2013B,516843,2393,115,178,20.81,High
DDD,2013B,517646,2422,139,164,17.42,High
DDD,2013B,517726,54,6,12,9.0,Low
DDD,2013B,518097,686,45,92,15.24,Low
DDD,2013B,518155,507,57,107,8.89,Low
DDD,2013B,518349,3570,133,169,26.84,High
DDD,2013B,518436,1464,96,182,15.25,Medium
DDD,2013B,518451,15,1,4,15.0,Low
DDD,2013B,519094,2924,120,142,24.37,High
DDD,2013B,519102,2672,142,176,18.82,High
DDD,2013B,519491,0,0,0,0.0,No Activity
DDD,2013B,520026,0,0,0,0.0,No Activity
DDD,2013B,520092,0,0,0,0.0,No Activity
DDD,2013B,520400,837,58,65,14.43,Medium
DDD,2013B,520751,517,33,51,15.67,Low
DDD,2013B,521160,1522,99,183,15.37,High
DDD,2013B,521404,828,66,105,12.55,Medium
DDD,2013B,521709,393,36,71,10.92,Low
DDD,2013B,521742,2088,169,142,12.36,High
DDD,2013B,521755,1130,64,118,17.66,Medium
DDD,2013B,522538,358,36,69,9.94,Low
DDD,2013B,522572,1239,88,179,14.08,Medium
DDD,2013B,522654,773,80,113,9.66,Medium
DDD,2013B,522739,9,3,5,3.0,Low
DDD,2013B,522878,979,51,91,19.2,Medium
DDD,2013B,523392,1220,72,130,16.94,Medium
DDD,2013B,524020,106,11,21,9.64,Low
DDD,2013B,524137,2452,144,150,17.03,High
DDD,2013B,524160,3776,220,215,17.16,High
DDD,2013B,524175,1117,65,151,17.18,Medium
DDD,2013B,524261,1407,68,144,20.69,Medium
DDD,2013B,524369,686,94,121,7.3,Low
DDD,2013B,524374,96,11,30,8.73,Low
DDD,2013B,524378,2333,115,168,20.29,High
DDD,2013B,524396,1223,149,93,8.21,Medium
DDD,2013B,524731,32,9,10,3.56,Low
DDD,2013B,525066,1977,124,129,15.94,High
DDD,2013B,525128,184,10,59,18.4,Low
DDD,2013B,525749,3468,237,124,14.63,High
DDD,2013B,525762,340,31,50,10.97,Low
DDD,2013B,525820,1442,132,94,10.92,Medium
DDD,2013B,525854,0,0,0,0.0,No Activity
DDD,2013B,526068,1025,111,137,9.23,Medium
DDD,2013B,526392,67,11,19,6.09,Low
DDD,2013B,526426,75,6,19,12.5,Low
DDD,2013B,526699,47,3,9,15.67,Low
DDD,2013B,527081,431,23,49,18.74,Low
DDD,2013B,527306,686,63,76,10.89,Low
DDD,2013B,527323,684,55,94,12.44,Low
DDD,2013B,527403,0,0,0,0.0,No Activity
DDD,2013B,527533,484,23,85,21.04,Low
DDD,2013B,527619,0,0,0,0.0,No Activity
DDD,2013B,527747,858,49,95,17.51,Medium
DDD,2013B,527789,80,6,22,13.33,Low
DDD,2013B,527917,2875,189,192,15.21,High
DDD,2013B,528034,1270,87,82,14.6,Medium
DDD,2013B,528184,2641,161,155,16.4,High
DDD,2013B,528271,868,27,57,32.15,Medium
DDD,2013B,528420,661,19,65,34.79,Low
DDD,2013B,528642,134,15,13,8.93,Low
DDD,2013B,528846,5430,209,158,25.98,High
DDD,2013B,528923,1401,86,105,16.29,Medium
DDD,2013B,529025,2735,115,206,23.78,High
DDD,2013B,529078,1029,84,140,12.25,Medium
DDD,2013B,529384,0,0,0,0.0,No Activity
DDD,2013B,529404,1483,183,108,8.1,Medium
DDD,2013B,529525,84,11,9,7.64,Low
DDD,2013B,529670,0,0,0,0.0,No Activity
DDD,2013B,529760,189,32,17,5.91,Low
DDD,2013B,529789,132,19,31,6.95,Low
DDD,2013B,529863,1139,104,159,10.95,Medium
DDD,2013B,529877,19,5,6,3.8,Low
DDD,2013B,530137,0,0,0,0.0,No Activity
DDD,2013B,530234,1289,91,117,14.16,Medium
DDD,2013B,530748,305,40,52,7.63,Low
DDD,2013B,530762,57,4,20,14.25,Low
DDD,2013B,530901,0,0,0,0.0,No Activity
DDD,2013B,531047,2530,181,166,13.98,High
DDD,2013B,531069,905,38,119,23.82,Medium
DDD,2013B,531075,848,80,86,10.6,Medium
DDD,2013B,531202,4568,190,207,24.04,High
DDD,2013B,531340,417,42,35,9.93,Low
DDD,2013B,531377,105,11,27,9.55,Low
DDD,2013B,531787,997,78,180,12.78,Medium
DDD,2013B,531888,150,8,36,18.75,Low
DDD,2013B,531924,948,97,77,9.77,Medium
DDD,2013B,532067,44,3,8,14.67,Low
DDD,2013B,532144,0,0,0,0.0,No Activity
DDD,2013B,532267,854,97,81,8.8,Medium
DDD,2013B,532491,1274,129,108,9.88,Medium
DDD,2013B,532565,3387,198,152,17.11,High
DDD,2013B,532648,323,23,46,14.04,Low
